Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
71	M.H. Ali	Threat Analysis and Distributed Denial of Service (DDoS) Attack Recognition in the Internet of Things (IoT)	2022	Electronics (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125321140&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125321140&origin=inward	107	11/28/2024 19:17	Article	10.3390/electronics11030494	2079-9292	https://api.elsevier.com/content/abstract/scopus_id/85125321140	11	3			71	35.5	71	1	2			
71	M.K. Hasan	A Novel Resource Oriented DMA Framework for Internet of Medical Things Devices in 5G Network	2022	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124180682&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124180682&origin=inward	108	11/28/2024 19:17	Article	10.1109/TII.2022.3148250	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85124180682	18	12	8895	8904	71	35.5	71	1	2			
70	J. Shahid	Data Protection and Privacy of the Internet of Healthcare Things (IoHTs)	2022	Applied Sciences (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124749694&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124749694&origin=inward	109	11/28/2024 19:17	Review	10.3390/app12041927	2076-3417	https://api.elsevier.com/content/abstract/scopus_id/85124749694	12	4			70	35	70	1	2			
70	D.E. Kouicem	Decentralized Blockchain-Based Trust Management Protocol for the Internet of Things	2022	IEEE Transactions on Dependable and Secure Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087503385&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087503385&origin=inward	110	11/28/2024 19:17	Article	10.1109/TDSC.2020.3003232	1545-5971	https://api.elsevier.com/content/abstract/scopus_id/85087503385	19	2	1292	1306	70	35	70	1	2			
70	S. Chowdhury	Optimal feature extraction and classification-oriented medical insurance prediction model: machine learning integrated with the internet of things	2022	International Journal of Computers and Applications		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85080142144&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85080142144&origin=inward	111	11/28/2024 19:17	Article	10.1080/1206212X.2020.1733307	1206-212X	https://api.elsevier.com/content/abstract/scopus_id/85080142144	44	3	278	290	70	35	70	1	2			
69	Sonu	A Paradigm of Internet-of-Nano-Things Inspired Intelligent Plant Pathogen-Diagnostic Biosensors	2022	ECS Sensors Plus		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200448430&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85200448430&origin=inward	112	11/28/2024 19:17	Review	10.1149/2754-2726/ac92ed	2754-2726	https://api.elsevier.com/content/abstract/scopus_id/85200448430	1	3			69	34.5	69	1	2			
69	N. Hussain	Integrated Microwave and mm-Wave MIMO Antenna Module With 360° Pattern Diversity for 5G Internet of Things	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135752407&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135752407&origin=inward	113	11/28/2024 19:17	Article	10.1109/JIOT.2022.3194676	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85135752407	9	24	24777	24789	69	34.5	69	1	2			
69	I.H. Khan	Role of Internet of Things (IoT) in Adoption of Industry 4.0	2022	Journal of Industrial Integration and Management		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135314057&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135314057&origin=inward	114	11/28/2024 19:17	Article	10.1142/S2424862221500068	2424-8622	https://api.elsevier.com/content/abstract/scopus_id/85135314057	7	4	515	533	69	34.5	69	1	2			
69	A. Wongchai	Artificial intelligence - enabled soft sensor and internet of things for sustainable agriculture using ensemble deep learning architecture	2022	Computers and Electrical Engineering		https://api.elsevier.com/content/article/eid/1-s2.0-S0045790622003780	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134618985&origin=inward	115	11/28/2024 19:17	Article	10.1016/j.compeleceng.2022.108128	0045-7906	https://api.elsevier.com/content/abstract/scopus_id/85134618985	102				69	34.5	69	1	2			
69	M.K.I. Rahmani	Blockchain-Based Trust Management Framework for Cloud Computing-Based Internet of Medical Things (IoMT): A Systematic Review	2022	Computational Intelligence and Neuroscience		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131215740&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131215740&origin=inward	116	11/28/2024 19:17	Review	10.1155/2022/9766844	1687-5265	https://api.elsevier.com/content/abstract/scopus_id/85131215740	2022				69	34.5	69	1	2			
68	Z. Alavikia	A comprehensive layered approach for implementing internet of things-enabled smart grid: A survey	2022	Digital Communications and Networks		https://api.elsevier.com/content/article/eid/1-s2.0-S2352864822000025	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127638304&origin=inward	117	11/28/2024 19:17	Review	10.1016/j.dcan.2022.01.002	2468-5925	https://api.elsevier.com/content/abstract/scopus_id/85127638304	8	3	388	410	68	34	68	1	2			
68	Y. Chen	Intrusion detection using multi-objective evolutionary convolutional neural network for Internet of Things in Fog computing	2022	Knowledge-Based Systems		https://api.elsevier.com/content/article/eid/1-s2.0-S0950705122002179	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127050001&origin=inward	118	11/28/2024 19:17	Article	10.1016/j.knosys.2022.108505	0950-7051	https://api.elsevier.com/content/abstract/scopus_id/85127050001	244				68	34	68	1	2			
68	C. Liu	Service-oriented industrial internet of things gateway for cloud manufacturing	2022	Robotics and Computer-Integrated Manufacturing		https://api.elsevier.com/content/article/eid/1-s2.0-S0736584521001009	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111496720&origin=inward	119	11/28/2024 19:17	Article	10.1016/j.rcim.2021.102217	0736-5845	https://api.elsevier.com/content/abstract/scopus_id/85111496720	73				68	34	68	1	2			
67	P. Ajay	Performance Monitoring and Dynamic Scaling Algorithm for Queue Based Internet of Things	2022	"Proceedings of the 2022 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems, ICSES 2022"		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141509884&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141509884&origin=inward	120	11/28/2024 19:17	Conference Paper	10.1109/ICSES55317.2022.9914108		https://api.elsevier.com/content/abstract/scopus_id/85141509884					67	33.5	67	1	2			
67	K. Kakhi	"The internet of medical things and artificial intelligence: trends, challenges, and opportunities"	2022	Biocybernetics and Biomedical Engineering		https://api.elsevier.com/content/article/eid/1-s2.0-S0208521622000468	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132714991&origin=inward	121	11/28/2024 19:17	Review	10.1016/j.bbe.2022.05.008	0208-5216	https://api.elsevier.com/content/abstract/scopus_id/85132714991	42	3	749	771	67	33.5	67	1	2			
67	L. Babangida	Internet of Things (IoT) Based Activity Recognition Strategies in Smart Homes: A Review	2022	IEEE Sensors Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130634674&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130634674&origin=inward	122	11/28/2024 19:17	Review	10.1109/JSEN.2022.3161797	1530-437X	https://api.elsevier.com/content/abstract/scopus_id/85130634674	22	9	8327	8336	67	33.5	67	1	2			
67	Z. Liu	Internet of Things (IoT) and Machine Learning Model of Plant Disease Prediction-Blister Blight for Tea Plant	2022	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85129182450&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129182450&origin=inward	123	11/28/2024 19:17	Article	10.1109/ACCESS.2022.3169147	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85129182450	10		44934	44944	67	33.5	67	1	2			
67	P. Nirmala	An Artificial Intelligence enabled Smart Industrial Automation System based on Internet of Things Assistance	2022	"Proceedings - IEEE International Conference on Advances in Computing, Communication and Applied Informatics, ACCAI 2022"		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128857707&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128857707&origin=inward	124	11/28/2024 19:17	Conference Paper	10.1109/ACCAI53970.2022.9752651		https://api.elsevier.com/content/abstract/scopus_id/85128857707					67	33.5	67	1	2			
67	S. Tharewal	Intrusion Detection System for Industrial Internet of Things Based on Deep Reinforcement Learning	2022	Wireless Communications and Mobile Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127177567&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127177567&origin=inward	125	11/28/2024 19:17	Article	10.1155/2022/9023719	1530-8669	https://api.elsevier.com/content/abstract/scopus_id/85127177567	2022				67	33.5	67	1	2			
67	L.K. Ramasamy	Secure Smart Wearable Computing through Artificial Intelligence-Enabled Internet of Things and Cyber-Physical Systems for Health Monitoring	2022	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123614825&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123614825&origin=inward	126	11/28/2024 19:17	Article	10.3390/s22031076	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85123614825	22	3			67	33.5	67	1	2			
67	M.N. Hasan	Thermoelectric Generator: Materials and Applications in Wearable Health Monitoring Sensors and Internet of Things Devices	2022	Advanced Materials Technologies		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120699917&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120699917&origin=inward	127	11/28/2024 19:17	Review	10.1002/admt.202101203	2365-709X	https://api.elsevier.com/content/abstract/scopus_id/85120699917	7	5			67	33.5	67	1	2			
66	R. Chaganti	Blockchain-Based Cloud-Enabled Security Monitoring Using Internet of Things in Smart Agriculture	2022	Future Internet		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85138671391&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138671391&origin=inward	128	11/28/2024 19:17	Article	10.3390/fi14090250	1999-5903	https://api.elsevier.com/content/abstract/scopus_id/85138671391	14	9			66	33	66	1	2			
66	J. Zhang	An Efficient Blockchain-Based Hierarchical Data Sharing for Healthcare Internet of Things	2022	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124096657&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124096657&origin=inward	129	11/28/2024 19:17	Article	10.1109/TII.2022.3145851	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85124096657	18	10	7139	7150	66	33	66	1	2			
66	J.S. Mboli	An Internet of Things-enabled decision support system for circular economy business model	2022	Software - Practice and Experience		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082935791&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082935791&origin=inward	130	11/28/2024 19:17	Conference Paper	10.1002/spe.2825	0038-0644	https://api.elsevier.com/content/abstract/scopus_id/85082935791	52	3	772	787	66	33	66	1	2			
65	B. Cao	Recommendation Based on Large-Scale Many-Objective Optimization for the Intelligent Internet of Things System	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123196826&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123196826&origin=inward	131	11/28/2024 19:17	Article	10.1109/JIOT.2021.3104661	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85123196826	9	16	15030	15038	65	32.5	65	1	2			
65	L. Xiao	"An Overview of OTFS for Internet of Things: Concepts, Benefits, and Challenges"	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121369305&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121369305&origin=inward	132	11/28/2024 19:17	Article	10.1109/JIOT.2021.3132606	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85121369305	9	10	7596	7618	65	32.5	65	1	2			
65	M. Waqas	Botnet attack detection in Internet of Things devices over cloud environment via machine learning	2022	Concurrency and Computation: Practice and Experience		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116877419&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116877419&origin=inward	133	11/28/2024 19:17	Article	10.1002/cpe.6662	1532-0626	https://api.elsevier.com/content/abstract/scopus_id/85116877419	34	4			65	32.5	65	1	2			
64	T. Wang	A Privacy-Enhanced Retrieval Technology for the Cloud-Assisted Internet of Things	2022	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85129334998&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129334998&origin=inward	134	11/28/2024 19:17	Article	10.1109/TII.2021.3103547	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85129334998	18	7	4981	4989	64	32	64	1	2			
64	C. Xu	A Lightweight and Attack-Proof Bidirectional Blockchain Paradigm for Internet of Things	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126528627&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126528627&origin=inward	135	11/28/2024 19:17	Article	10.1109/JIOT.2021.3103275	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85126528627	9	6	4371	4384	64	32	64	1	2			
63	P. Zhao	Key Technologies and Perspectives of Power Internet of Things Facing With Digital Twins of the Energy Internet	2022	Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124793877&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124793877&origin=inward	136	11/28/2024 19:17	Article	10.13334/j.0258-8013.pcsee.211977	0258-8013	https://api.elsevier.com/content/abstract/scopus_id/85124793877	42	2	447	457	63	31.5	63	1	2			
63	S. Meivel	Mask Detection and Social Distance Identification Using Internet of Things and Faster R-CNN Algorithm	2022	Computational Intelligence and Neuroscience		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124059288&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124059288&origin=inward	137	11/28/2024 19:17	Article	10.1155/2022/2103975	1687-5265	https://api.elsevier.com/content/abstract/scopus_id/85124059288	2022				63	31.5	63	1	2			
62	H.R. Lim	Smart microalgae farming with internet-of-things for sustainable agriculture	2022	Biotechnology Advances		https://api.elsevier.com/content/article/eid/1-s2.0-S0734975022000271	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126293178&origin=inward	138	11/28/2024 19:17	Review	10.1016/j.biotechadv.2022.107931	0734-9750	https://api.elsevier.com/content/abstract/scopus_id/85126293178	57				62	31	62	1	2			
62	G. Abdelmoumin	On the Performance of Machine Learning Models for Anomaly-Based Intelligent Intrusion Detection Systems for the Internet of Things	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124795401&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124795401&origin=inward	139	11/28/2024 19:17	Article	10.1109/JIOT.2021.3103829	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85124795401	9	6	4280	4290	62	31	62	1	2			
62	A. Alkhateeb	Hybrid Blockchain Platforms for the Internet of Things (IoT): A Systematic Literature Review	2022	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124123556&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124123556&origin=inward	140	11/28/2024 19:17	Review	10.3390/s22041304	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85124123556	22	4			62	31	62	1	2			
